id,ativo,possui_variacoes,marca,codigo_erp,ncm,nome,buscavel,produto_digital,categorias,colecoes,filtros,variacoes,selos,slug,video,descricao,meses_de_garantia,frete_customizado,valor_do_frete,especificacoes,medidas,valor_de_presente,categoria_google,seo_titulo_pagina,seo_descricao,seo_palavras_chave,link_canonico,termos_de_busca,link_produto,link_foto_principal
41282455,sim,nao,Incoparts,,,Suporte Multi Sucator com Bucha REF: CQ48549 KK14385,sim,nao,JOHN DEERE;PLANTADEIRA;PRODUTOS;PRODUTOS EM PROMOÇÃO > Principais Produtos,,,,COMPRA GARANTIDA MERCADO PAGO,suporte-multi-sucator-com-bucha-ref-cq48549-kk14385,,"<p>O Suporte Multi Do Sulcador Com Bucha Ref:48549  é muma solução ideal para quem busca eficiência e praticidade em seus projetos. Com dimensões de 40 cm de altura, 13 cm de comprimento e 20 cm de largura, este produto é desenvolvido para atender às necessidades de quem realiza tarefas de separação e limpeza. O peso de 648 g confere uma robustez ideal, garantindo durabilidade e resistência no uso diário.</p><p><br /></p><p>Este modelo CQ48549 é projetado para facilitar a aplicação em diversos ambientes, tornando-o uma escolha versátil para profissionais e entusiastas de reformas. A qualidade dos materiais utilizados assegura um desempenho confiável, enquanto o design acurado contribui para uma experiência de uso mais fluida e eficaz. Ao utilizar o suporte, você terá maior controle e precisão nas suas atividades, promovendo uma melhor organização do espaço.</p><p><br /></p><p>Ideal para quem prioriza a funcionalidade e a eficiência, este suporte é uma adição imprescindível a qualquer kit de ferramentas. Sua facilidade de manuseio e instalação torna-o acessível a todos, independentemente do nível de experiência. Invista em qualidade e eficiência para aprimorar sua rotina de trabalho com o Suporte Multi Do Sulcador Com Bucha Ref:48549.</p>",3,sim,0,,,0,,Suporte Multi Sucator com Bucha REF: CQ48549-KK14385,,,,,https://www.ingafert.com.br/suporte-multi-sucator-com-bucha-ref-cq48549-kk14385/p,https://images.yampi.me/assets/stores/ingafert-pecas-agricolas/uploads/images/suporte-multi-sucator-com-bucha-ref-cq48549-kk14385-6862be4e28cbf-medium.jpg
41293961,sim,nao,Incoparts,,,Suporte do Disco Desencontrado 13.0 MM Para John Deere REf: CQ48540,sim,nao,JOHN DEERE;PLANTADEIRA;PRODUTOS;PRODUTOS EM PROMOÇÃO;PRODUTOS EM PROMOÇÃO > Principais Produtos,,,,COMPRA GARANTIDA MERCADO PAGO,suporte-do-disco-desencontrado-130-mm-para-john-deere-ref-cq48540,,"<p class=""ql-align-justify"">Suporte disco desencontrado com furo de 13 mm, disco duplo para adubo, plantadeira john deere. </p><p class=""ql-align-justify""> </p><p class=""ql-align-justify""><strong style=""color:rgb(255,75,0);"">INFORMAÇÕES </strong></p><p class=""ql-align-justify""><strong>Medidas:</strong></p><p class=""ql-align-justify"">Altura: 50 cm</p><p class=""ql-align-justify"">Largura: 50 cm</p><p class=""ql-align-justify"">Profundidade: 20 cm</p><p class=""ql-align-justify""><strong>Peso: </strong> 9 kg</p><p class=""ql-align-justify""><strong>Marca: </strong>Jonh Deere.</p><p class=""ql-align-justify""><strong>Garantia:</strong> 3 meses após o uso da peça.</p><p><br /></p>",3,sim,0,,,0,,Suporte do Disco Desencontrado 13.0 MM Para John Deere REf: CQ48540,,,,,https://www.ingafert.com.br/suporte-do-disco-desencontrado-130-mm-para-john-deere-ref-cq48540/p,https://images.yampi.me/assets/stores/ingafert-pecas-agricolas/uploads/images/suporte-do-disco-desencontrado-130-mm-para-john-deere-ref-cq48540-6863dcaedb2fb-medium.jpg
41309605,sim,nao,Incoparts,,,"Dedo Retrátil Para Colheitadeiras CNH, New Holland, Case Código 84194057",sim,nao,"CASE IH;JOHN DEERE COLHEITADEIRA;NEW HOLLAND > COLHEITADEIRA;Peças para Colheitadeira New Holland, Case, John Deere e Mais | Ingafe;PRODUTOS;PRODUTOS EM PROMOÇÃO;PRODUTOS EM PROMOÇÃO > Principais Produtos",,,,COMPRA GARANTIDA MERCADO PAGO,dedo-retratil-para-colheitadeiras-cnh-new-holland-case-codigo-84194057,,"<p><br /></p><p><span style=""color:rgb(114,114,115);"">Dedo Retrátil Para Colheitadeiras CNH, New Holland, Case Código 84194057</span></p><p><br /></p><p><span style=""color:rgb(114,114,115);"">Equipamentos Compatíveis: Draper 880CF, Draper 3152, Draper 3162, 740CF, 3020</span></p><p><span style=""color:rgb(114,114,115);"">Códigos Original: 84194057</span></p><p><span style=""color:rgb(114,114,115);"">Características Gerais do Produto:</span></p><p><span style=""color:rgb(114,114,115);"">  Aplicação: New Holland; Case</span></p><p><span style=""color:rgb(114,114,115);"">  Furação: Furo 3,5mm</span></p><p><span style=""color:rgb(114,114,115);"">  Tabela de Medidas: Comprimento 260mm (26cm)</span></p>",3,sim,0,,,0,,,,,,,https://www.ingafert.com.br/dedo-retratil-para-colheitadeiras-cnh-new-holland-case-codigo-84194057/p,https://images.yampi.me/assets/stores/ingafert-pecas-agricolas/uploads/images/dedo-retratil-para-colheitadeiras-cnh-new-holland-case-codigo-84194057-686564ee4a28a-medium.png
41311730,sim,nao,Incoparts,,,Dedo Levantador Feijao S300 para John Deere REF:DQ01085 AH159210,sim,nao,JOHN DEERE;JOHN DEERE COLHEITADEIRA;PRODUTOS;PRODUTOS EM PROMOÇÃO;PRODUTOS EM PROMOÇÃO > Principais Produtos,Peças Agrícolas em destaque,,,COMPRA GARANTIDA MERCADO PAGO,dedo-levantador-feijao-s300-para-john-deererefdq01085-ah159210,,"<p>O Dedo Levantador De Feijão S300, Para Linha John Deere código referência DQ01085-1 e AH159210 ,</p><p><br /></p><p><strong>REF: DQ01085 / AH159210</strong></p><p>Peça desenvolvida para auxiliar o recolhimento e levantamento da cultura durante a colheita, reduzindo perdas e melhorando o desempenho da plataforma. Fabricado com materiais resistentes, oferece durabilidade e excelente desempenho em condições de trabalho severas.</p><p>  Compatível com colhedoras John Deere S300</p><p>   Referências: DQ01085 / AH159210</p><p>   Alta resistência e durabilidade</p><p>   Produto de qualidade para reposição</p><p><strong>Ingafert Peças Agrícolas   Fazendo sua colheita não parar.</strong>   </p><p><br /></p>",3,nao,0,,,0,,Dedo Levantador Feijao S300 para John Deere REF:DQ01085 AH159210,"Dedo Levantador S300 para John Deere Ref. DQ01085 AH159210. Peça de alta resistência, encaixe preciso e envio para todo o Brasil.",,,,https://www.ingafert.com.br/dedo-levantador-feijao-s300-para-john-deererefdq01085-ah159210/p,https://images.yampi.me/assets/stores/ingafert-pecas-agricolas/uploads/images/dedo-levantador-feijao-s300-para-john-deererefdq01085-ah159210-686587afba37f-medium.jpg
41367402,sim,nao,Incoparts,,,Polia Variadora Batedor Traseiro Tc 57/59 Ref:84026079,sim,nao,NEW HOLLAND > COLHEITADEIRA;PRODUTOS;PRODUTOS EM PROMOÇÃO;PRODUTOS EM PROMOÇÃO > Principais Produtos,Peças Agrícolas em destaque,,,COMPRA GARANTIDA MERCADO PAGO,polia-variadora-batedor-traseiro-tc-5759-ref84026079,,"<p>Descrição do Produto: Polia Variadora Batedor Traseiro TC57 / TC59   Ref. 84026079</p><p>A Polia Variadora do Batedor Traseiro é uma peça essencial para o bom funcionamento das colheitadeiras New Holland modelos TC57 e TC59. Responsável por ajustar a velocidade do batedor traseiro, ela garante maior precisão na colheita e menor desgaste dos componentes.</p><p><br /></p><p>Este modelo, referência 84026079, oferece alta durabilidade, excelente desempenho e é fabricado com materiais resistentes para suportar as condições severas do campo.</p><p><br /></p><p>Características Técnicas:</p><p>Compatível com: New Holland TC57 e TC59</p><p><br /></p><p>Função: Variação da velocidade do batedor traseiro</p><p><br /></p><p>Código original: 84026079, 84991647, 84278618</p><p><br /></p><p>Produto de alta qualidade e pronto para instalação</p>",3,sim,0,,,0,,Polia Variadora TC57 TC59 Batedor Traseiro | Ref. 84026079,Compre Polia Variadora do Batedor Traseiro para New Holland TC57 e TC59. Ref. 84026079 com envio rápido e qualidade garantida. Só na Ingafert!,,,,https://www.ingafert.com.br/polia-variadora-batedor-traseiro-tc-5759-ref84026079/p,https://images.yampi.me/assets/stores/ingafert-pecas-agricolas/uploads/images/polia-variadora-batedor-traseiro-tc-5759-ref84026079-686bcac335653-medium.jpg
41466256,sim,nao,Incoparts,,,Cj Sulcador Adubo Curvo Sistema Desarme Automatico Premier REF: 406372,sim,nao,Peças para Plantadeira;PLANTADEIRA;PLANTI CENTER;PRODUTOS;PRODUTOS EM PROMOÇÃO;PRODUTOS EM PROMOÇÃO > Principais Produtos,,,,COMPRA GARANTIDA MERCADO PAGO,cj-sulcador-adubo-curvo-sistema-desarme-automatico-premier,,"<p>Código referência: 406372</p><p>Marca: Incoparts</p><p>Compatibilidade: Linha Planti center</p><p> Cj Sulcador Adubo Curvo Sistema Desarme Automático Premier, um item indispensável para aqueles que buscam eficiência na preparação do solo.  este modelo é perfeito para optimizar o trabalho na sua horta ou jardim. Com uma altura de embalagem de 30 cm, largura de 19 cm e comprimento de 15 cm, ele se destaca pela sua ergonomia que proporciona maior conforto durante o uso.</p><p><br /></p><p>Com um peso de 4642 g, este sulcador é fácil de manusear e transportar, tornando suas atividades de cultivo mais práticas e eficientes. O sistema de desarme automático garante segurança e agilidade durante o trabalho, permitindo um controle melhor sobre a intensidade da ação. Esse produto é ideal para cultivadores que desejam maximizar a produtividade e obter melhores resultados no solo.</p><p><br /></p><p>Ao escolher o Cj Sulcador Adubo Curvo, você investe em um equipamento robusto e de alta qualidade, projetado para durar e oferecer um desempenho excepcional. Destaca-se em sua categoria por sua versatilidade e funcionalidade, sendo uma excelente adição ao seu conjunto de ferramentas de jardinagem ou agricultura. Nunca foi tão fácil cuidar do seu espaço verde com tecnologia que facilitaria seu dia a dia.</p>",3,sim,0,,,0,,Cj Sulcador Adubo Curvo Sistema Desarme Automatico Premier REF: 406372,Cj Sulcador Adubo Curvo Sistema Desarme Automático Premier,,,,https://www.ingafert.com.br/cj-sulcador-adubo-curvo-sistema-desarme-automatico-premier/p,https://images.yampi.me/assets/stores/ingafert-pecas-agricolas/uploads/images/cj-sulcador-adubo-curvo-sistema-desarme-automatico-premier-687555b685f77-medium.jpg
41694234,sim,nao,Incoparts,,84339090,5 Unidades Eixo Do Disco L.e. Ref: Cq29079,sim,nao,JOHN DEERE;PLANTADEIRA;PRODUTOS;PRODUTOS EM PROMOÇÃO;PRODUTOS EM PROMOÇÃO > Principais Produtos,,,,COMPRA GARANTIDA MERCADO PAGO,eixo-disco-le-colheitadeira,,"<p>ENTREGA IMEDIATA</p><p>COMPATIVEL : JOHN DEERE</p><p>5 UNIDADES</p><p><br /></p><p>O EIXO DO DISCO L.E. REF: CQ29079 da marca INCOPARTS é ideal para quem busca eficiência e durabilidade em equipamentos agrícolas. Este produto, fabricado no Brasil, é projetado para atender as exigências do setor agropecuário, proporcionando desempenho superior em suas operações diárias. Com uma construção robusta, o eixo garante resistência e longa vida útil, mesmo sob condições exigentes.</p><p><br /></p><p>Desenvolvido especificamente para veículos agrícolas, o EIXO DO DISCO L.E. é a escolha certa para otimizar a performance de suas máquinas. Sua compatibilidade e confiabilidade tornam-no um componente essencial para garantir que suas operações agrícolas sem interrupções. Invista na qualidade e confiança que a marca INCOPARTS oferece para maximizar sua produtividade no campo.</p>",0,nao,0,,,0,,Eixo Disco L.E. Compatível com John Deere,Compre Eixo do Disco Lado Esquerdo para colheitadeira com qualidade e pronta entrega. Envio rápido em todo o Brasil. Peças agrícolas é na Ingafert!,,,,https://www.ingafert.com.br/eixo-disco-le-colheitadeira/p,https://images.yampi.me/assets/stores/ingafert-pecas-agricolas/uploads/images/5-unidades-eixo-do-disco-le-ref-cq29079-688941bd9037f-medium.png
41694335,sim,nao,Incoparts,,,5 UNIDADESCONJUNTO TELESCÓPICO - 490 mm JUMIL,sim,nao,JUMIL,JUMIL,,,COMPRA GARANTIDA MERCADO PAGO,conjunto-telescopico-490mm-jumil,,"<p><strong>Conjunto Telescópico 490 mm   Jumil | Peça de Alta Durabilidade</strong></p><p> O Conjunto Telescópico 490 mm da marca <strong>Jumil</strong> é essencial para garantir o funcionamento preciso e seguro em plantadeiras e implementos agrícolas. Fabricado com materiais resistentes e excelente acabamento, oferece <strong>ajuste ideal</strong>, <strong>robustez</strong> e <strong>longa vida útil</strong>, mesmo sob uso intenso no campo.</p><p>  Compatível com modelos Jumil</p><p>   Medida: 490 mm</p><p>   Produto novo, com garantia</p><p>   Envio rápido para todo o Brasil</p><p>  Compre com confiança na <strong>Ingafert</strong>. Suporte especializado pelo WhatsApp: (44) 99176-1851.</p><p><br /></p><p><br /></p><p><br /></p><p><br /></p><p><br /></p><p><br /></p><p><br /></p><p><br /></p><p><br /></p><p><br /></p><p><br /></p><p>Perguntar ao ChatGPT</p><p><br /></p><p><br /></p><p><br /></p>",0,sim,0,,,0,,Conjunto Telescópico 490 mm Jumil   Peça Agrícola,"Compre Conjunto Telescópico 490 mm para plantadeiras Jumil. Peça agrícola resistente, pronta entrega e envio rápido para todo o Brasil. Ingafert!",,,,https://www.ingafert.com.br/conjunto-telescopico-490mm-jumil/p,https://images.yampi.me/assets/stores/ingafert-pecas-agricolas/uploads/images/5-unidadesconjunto-telescopico-490-mm-jumil-6889466754649-medium.jpeg
41695152,sim,nao,Incoparts,,,Conjunto Cx De Transmissão Completo Para Jumil Ref:2747624,sim,nao,CATALOGO;JUMIL;Peças para Plantadeira;PRODUTOS;PRODUTOS EM PROMOÇÃO;PRODUTOS EM PROMOÇÃO > Principais Produtos,,,,COMPRA GARANTIDA MERCADO PAGO,conjunto-caixa-transmissao-completo-jumil-2747624,,"<p><strong>Conjunto Caixa de Transmissão Completo para Jumil   Ref. 2747624 | Peça Original com Alta Durabilidade</strong></p><p><strong>O Conjunto da Caixa de Transmissão Jumil Ref. 2747624</strong> é uma peça fundamental para garantir o bom funcionamento da plantadeira. Produzido com materiais de alta resistência, esse conjunto oferece <strong>eficiência na transmissão de força</strong>, maior vida útil e excelente desempenho no campo, mesmo em condições severas de trabalho.</p><p>Ideal para agricultores que buscam qualidade, reposição confiável e entrega rápida. A <strong>Ingafert</strong> trabalha com as melhores marcas do mercado agrícola para garantir a performance da sua lavoura.</p><p><strong>  Compatível com modelos de plantadeiras Jumil</strong></p><p><strong>   Referência original: 2747624</strong></p><p><strong>   Produto completo e pronto para instalação</strong></p><p><strong>   Envio imediato para todo o Brasil</strong></p><p><strong>   Suporte via WhatsApp (44) 99176-1851</strong></p>",3,nao,0,<p>DIMENSÕES: 80 mm x 95 mm</p><p>PESO: 1.450 Gramas</p><p>APLICAÇÃO: JM3060/3070 POP 2570/2670</p>,,0,,Conjunto Caixa de Transmissão Completo para Jumil   Ref. 2747624,"Compre Conjunto Caixa de Transmissão Completo Jumil Ref. 2747624. Peça agrícola resistente, pronta entrega e envio rápido para todo o Brasil. É na Ingafert!",,,,https://www.ingafert.com.br/conjunto-caixa-transmissao-completo-jumil-2747624/p,https://images.yampi.me/assets/stores/ingafert-pecas-agricolas/uploads/images/conjunto-cx-de-transmissao-completo-para-jumil-ref2747624-688d41167e7a7-medium.jpeg
41698194,sim,nao,Incoparts,,,Conjunto Catraca Lado Esquerdo para Plantadeira Jumil REF: 2738428,sim,nao,JUMIL;Peças para Plantadeira;PLANTADEIRA;PRODUTOS;PRODUTOS EM PROMOÇÃO;PRODUTOS EM PROMOÇÃO > Principais Produtos,,,,COMPRA GARANTIDA MERCADO PAGO,conjunto-catraca-lado-esquerdo-para-plantadeira-jumil,,<p><strong>Produto:</strong> Conjunto Catraca</p><p><strong>Aplicação:</strong> Lado Esquerdo</p><p><strong>Compatibilidade:</strong> Plantadeiras Jumil</p><p><strong>Função:</strong> Transmissão e sincronização de movimentos no sistema de plantio</p><p><strong>Material:</strong> Aço reforçado com alta durabilidade</p><p><strong>Origem:</strong> Nacional</p><p><strong>Garantia:</strong> 3 meses contra defeitos de fabricação</p><p><strong>Código : 2738428</strong></p>,3,sim,0,,,0,,Conjunto Catraca Lado Esquerdo para Plantadeira Jumil REF: 2738428,"Se você está buscando uma reposição confiável e resistente, o Conjunto Catraca Lado Esquerdo para Plantadeira Jumil é a escolha certa. Fabricado com materiais d...",,,,https://www.ingafert.com.br/conjunto-catraca-lado-esquerdo-para-plantadeira-jumil/p,https://images.yampi.me/assets/stores/ingafert-pecas-agricolas/uploads/images/conjunto-catraca-lado-esquerdo-para-plantadeira-jumil-688a0b1345d5c-medium.jpeg
41712483,sim,nao,Incoparts,,,Levantador De Dedo Case Ref: 1326538C91,sim,nao,"CASE IH;Peças para Colheitadeira New Holland, Case, John Deere e Mais | Ingafe;PRODUTOS;PRODUTOS EM PROMOÇÃO;PRODUTOS EM PROMOÇÃO > Principais Produtos",,,,COMPRA GARANTIDA MERCADO PAGO,dedo-levantador-case-ih-ref-1326538c91,,"<p>Dedo Levantador de Feijão Case IH Ref. 1326538C91</p><p><br /></p><p>Garanta a colheita eficiente do feijão com o dedo levantador compatível com plataformas Case IH que utilizam dedos simples. Produzido em aço de alta resistência, ele foi projetado para levantar as vagens próximas ao solo, reduzindo perdas e aumentando o rendimento da lavoura.</p><p><br /></p><p>Especificações técnicas:</p><p><br /></p><ul><li>Referência: 1326538C91</li><li>Aplicação: Plataformas de colheita Case IH</li><li>Tipo: Dedo levantador de feijão (modelo simples)</li><li>Material: Aço reforçado</li><li>Acabamento: Pintura anticorrosiva</li></ul><p><br /></p><p><br /></p><p>Benefícios:</p><p><br /></p><ul><li>Melhora a eficiência da colheita</li><li>Reduz perdas no campo</li><li>Fácil instalação e encaixe preciso</li><li>Alta durabilidade e resistência</li></ul><p><br /></p><p><br /></p><p>Ideal para produtores que buscam performance e economia na colheita. Produto com qualidade garantida Ingafert.</p>",3,sim,0,,,0,,Dedo Levantador para Plataforma Case IH   Ref. 1326538C91,"O Dedo Levantador Case IH Ref. 1326538C91 é a peça ideal para garantir um melhor fluxo e eficiência na colheita, especialmente em plataformas de grãos. Com fabr...",,,,https://www.ingafert.com.br/dedo-levantador-case-ih-ref-1326538c91/p,https://images.yampi.me/assets/stores/ingafert-pecas-agricolas/uploads/images/levantador-de-dedo-case-ref-1326538c91-688b627183544-medium.jpg
41712503,sim,nao,Incoparts,,,Kit com 10Uni Dedo Levantador de Feijao Case Ref: 1326538C91,sim,nao,"CASE IH;Peças para Colheitadeira New Holland, Case, John Deere e Mais | Ingafe;PRODUTOS;PRODUTOS EM PROMOÇÃO;PRODUTOS EM PROMOÇÃO > Principais Produtos",,,,COMPRA GARANTIDA MERCADO PAGO,kit-com-10uni-dedo-levantador-de-feijao-case-ref-1326538c91,,"<p>Dedo Levantador de Feijão Case IH   Ref. 1326538C91</p><p><br /></p><p>Garanta a colheita eficiente do feijão com o dedo levantador original da Ingafert, compatível com plataformas Case IH que utilizam dedos simples. Produzido em aço de alta resistência, ele foi projetado para levantar as vagens próximas ao solo, reduzindo perdas e aumentando o rendimento da lavoura.</p><p><br /></p><p>  Especificações técnicas:</p><p><br /></p><ul><li>Referência: 1326538C91</li><li>Aplicação: Plataformas de colheita Case IH</li><li>Tipo: Dedo levantador de feijão (modelo simples)</li><li>Material: Aço reforçado</li><li>Acabamento: Pintura anticorrosiva</li></ul><p><br /></p><p><br /></p><p>  Benefícios:</p><p><br /></p><ul><li>Melhora a eficiência da colheita</li><li>Reduz perdas no campo</li><li>Fácil instalação e encaixe preciso</li><li>Alta durabilidade e resistência</li></ul><p><br /></p><p><br /></p><p>  Ideal para produtores que buscam performance e economia na colheita. Produto com qualidade garantida Ingafert.</p><p><br /></p>",3,sim,0,,,0,,KIT 10UNI Dedo Levantador para Plataforma Case IH   Ref. 1326538C91,"O Dedo Levantador Case IH Ref. 1326538C91 é a peça ideal para garantir um melhor fluxo e eficiência na colheita, especialmente em plataformas de grãos. Com fabricação reforçada e encaixe perfeito, proporciona o levantamento uniforme do feijão e outros grãos baixos, reduzindo perdas e otimizando o desempenho da colheitadeira.  Compatível com plataformas Case IH  Fabricado com aço de alta durabilidade  Produto de confiança, com envio imediato  Ideal para reposição preventiva e corretiva  Peça essencial para a produtividade no campoInvista em desempenho e colheita eficiente com peças da Ingafert, sua loja de confiança em peças agrícolas.",,,,https://www.ingafert.com.br/kit-com-10uni-dedo-levantador-de-feijao-case-ref-1326538c91/p,https://images.yampi.me/assets/stores/ingafert-pecas-agricolas/uploads/images/kit-com-10uni-dedo-levantador-de-feijao-case-ref-1326538c91-688b630d1c097-medium.png
41804159,sim,nao,Incoparts,,84329090,CONJUNTO CATRACA LADO DIREITO - PLANTADEIRA JUMIL REF: 2738427,sim,nao,JUMIL;Peças para Plantadeira;PLANTADEIRA;PRODUTOS;PRODUTOS EM PROMOÇÃO;PRODUTOS EM PROMOÇÃO > Principais Produtos,,,,COMPRA GARANTIDA MERCADO PAGO,conjunto-catraca-direito-plantadeira-jumil-ing2738427,,"<p>O Conjunto Catraca Lado Direito Plantadeira Jumil, referência 2738427, é a solução ideal para quem busca eficiência e durabilidade em suas operações agrícolas. este produto se destaca pela sua robustez e confiabilidade, otimizando o desempenho de sua plantadeira.</p><p><br /></p><p>Desenvolvido para atender às exigências do campo, este conjunto é essencial para assegurar que suas máquinas funcionem perfeitamente. Com uma instalação simples, ele promove manutenção prática e efetiva, aumentando a vida útil do equipamento.</p><p><br /></p><p>Tenha a certeza de que você estará utilizando um produto de alta qualidade, projetado para proporcionar o melhor rendimento nas atividades agrícolas. Invista em tecnologia que favorece a produtividade e a eficiência do seu trabalho.</p>",3,sim,0,,,0,,Conjunto Catraca Lado Direito para Plantadeira Jumil | Ref. ING2738427,"Encontre o Conjunto Catraca Lado Direito para Plantadeira Jumil Ref. ING2738427 na Ingafert. Alta durabilidade, fácil instalação e compatibilidade garantida. En...",,,,https://www.ingafert.com.br/conjunto-catraca-direito-plantadeira-jumil-ing2738427/p,https://images.yampi.me/assets/stores/ingafert-pecas-agricolas/uploads/images/conjunto-catraca-lado-direito-plantadeira-jumil-ref-2738427-6894a49707511-medium.jpeg
41857705,sim,nao,Incoparts,,84339090,5uni Conjunto Telescópico - 1.127 Mm PLANTADEIRA JUMIL,sim,nao,JUMIL;Peças para Plantadeira;PRODUTOS;PRODUTOS EM PROMOÇÃO;PRODUTOS EM PROMOÇÃO > Principais Produtos,,,,COMPRA GARANTIDA MERCADO PAGO,conjunto-telescopico-5un-1127mm-jumil,,"<p><span style=""background-color:rgb(255,255,255);color:rgba(0,0,0,0.55);"">CONJUNTO COMPLETO</span></p><p><span style=""background-color:rgb(255,255,255);color:rgba(0,0,0,0.55);"">QUANTIDADE: 5 UNIDADES</span></p><p><span style=""background-color:rgb(255,255,255);color:rgba(0,0,0,0.55);"">CODIGO REFERENCIA: </span><strong style=""background-color:rgb(255,255,255);color:rgba(0,0,0,0.55);"">2732820</strong></p><p><span style=""background-color:rgb(255,255,255);color:rgba(0,0,0,0.55);"">MAQUINARIO: </span><strong style=""background-color:rgb(255,255,255);color:rgba(0,0,0,0.55);"">JUMIL</strong></p><p><br /></p><p><span style=""background-color:rgb(255,255,255);color:rgba(0,0,0,0.55);"">O Conjunto Telescópico 5Uni - 1.127 mm Plantadeira Jumil, da marca Incoparts, é a solução ideal para quem busca eficiência e praticidade em atividades agrícolas. Com um design robusto, esse produto é projetado para facilitar o manuseio e o transporte, tornando-se uma ferramenta indispensável para o seu trabalho no campo.</span></p><p><br /></p><p><span style=""background-color:rgb(255,255,255);color:rgba(0,0,0,0.55);"">Com um comprimento ajustável de 1.127 mm, este conjunto permite adaptação a diferentes necessidades de uso, garantindo excelente desempenho em diversas situações. Sua construção sólida e durável assegura que você tenha um equipamento confiável, pronto para enfrentar os desafios do dia a dia na agricultura.</span></p><p><br /></p><p><span style=""background-color:rgb(255,255,255);color:rgba(0,0,0,0.55);"">Este conjunto é perfeito para profissionais que valorizam a qualidade e a funcionalidade em cada tarefa. Seja para plantio ou manutenção, você encontrará neste produto a tecnologia necessária para otimizar seu trabalho e maximizar os resultados.</span></p><p><br /></p><p><span style=""background-color:rgb(255,255,255);color:rgba(0,0,0,0.55);"">Invista no Conjunto Telescópico 5Uni e eleve a eficiência do seu trabalho agrícola. Conheça a confiança que a marca Incoparts proporciona e experimente a diferença de um produto desenvolvido para atender as suas exigências.</span></p>",3,sim,0,,,0,,Conjunto Telescópico 5Un 1.127mm para Jumil,"Conjunto Telescópico 5 Unidades 1.127mm para Plantadeira Jumil - IncopartsAumente a produtividade no campo com o Conjunto Telescópico 5Un - 1.127 mm, compatível com plantadeiras Jumil. este conjunto é ideal para agricultores que buscam durabilidade, desempenho e fácil adaptação em operações agrícolas.  Quantidade: 5 unidades  Código de referência: 2732820  Comprimento ajustável: 1.127 mm  Compatível com maquinário Jumil  Material resistente e durável",,,,https://www.ingafert.com.br/conjunto-telescopico-5un-1127mm-jumil/p,https://images.yampi.me/assets/stores/ingafert-pecas-agricolas/uploads/images/5uni-conjunto-telescopico-1127-mm-plantadeira-jumil-689b6f23874d2-medium.png
41914268,sim,nao,Incoparts,,84329090,FLANGE ENCOSTO DISCO DE CORTE PLANTADEIRA JUMIL REF:0427587,sim,nao,JUMIL;Peças para Plantadeira;PLANTADEIRA;PRODUTOS;PRODUTOS EM PROMOÇÃO;PRODUTOS EM PROMOÇÃO > Principais Produtos,,,,COMPRA GARANTIDA MERCADO PAGO,flange-mancal-0427587,,"<h2>Flange do Mancal Ref. 0427587   Alta Resistência e Precisão para Equipamentos Agrícolas e Industriais</h2><h3>  Produto novo   Compatível com diversas máquinas   Envio imediato para todo o Brasil</h3><p>A <strong>Flange do Mancal Ref. 0427587</strong> é uma peça de <strong>alto desempenho</strong>, ideal para aplicações agrícolas, industriais e mecânicas. Produzida com <strong>aço de alta resistência</strong>, garante excelente durabilidade, encaixe perfeito e performance confiável mesmo em condições severas de trabalho.</p><p>Seja para manutenção preventiva ou substituição de componentes, essa flange é a solução certa para quem busca <strong>qualidade, compatibilidade e entrega rápida.</strong></p><h3>  Especificações Técnicas:</h3><ul><li><strong>Nome do Produto:</strong> Flange do Mancal</li><li><strong>Referência:</strong> 0427587</li><li><strong>Aplicações:</strong> Equipamentos agrícolas, máquinas industriais, sistemas mecânicos</li><li><strong>Material:</strong> Aço usinado de alta resistência</li><li><strong>Estado:</strong> Produto novo</li><li><strong>Garantia:</strong> Contra defeitos de fabricação</li></ul><h3>  Vantagens de Comprar Conosco:</h3><ul><li>Produto à pronta entrega</li><li>Atendimento técnico especializado</li><li>Emissão de Nota Fiscal para CNPJ e CPF</li><li>Envio imediato para todo o Brasil</li><li>Qualidade garantida</li></ul><h3><br /></h3><h3>  Suporte Especializado</h3><p>Em caso de dúvidas sobre <strong>compatibilidade com seu equipamento</strong>, fale com nossa equipe técnica.</p><p><br /></p><p><br /></p><p><br /></p>",3,sim,0,,,0,,Flange do Mancal Para Jumil Ref. 0427587,Compre Flange do Mancal Ref. 0427587 com envio rápido e qualidade garantida. Ideal para máquinas agrícolas e industriais. Peça original e resistente.,,,,https://www.ingafert.com.br/flange-mancal-0427587/p,https://images.yampi.me/assets/stores/ingafert-pecas-agricolas/uploads/images/flange-encosto-disco-de-corte-plantadeira-jumil-ref0427587-68a11c13b6a8b-medium.png
